gene,included,exclusion_reason
ITGB5,True,
ITGB6,True,
ITGB8,True,
ITIH2,True,
ITIH3,True,
ITM2B,True,
ITPA,True,
ITPK1,True,
ITPKB,True,
ITPKC,True,
ITPR2,True,
ITPR3,True,
ITPRID2,True,
ITSN1,True,
ITSN2,True,
IVD,True,
IVL,True,
IVNS1ABP,True,
IWS1,True,
JADE2,True,
JADE3,True,
JAG1,True,
JAGN1,True,
JAK1,True,
JAM3,True,
JCAD,True,
JMJD1C,True,
JMJD6,True,
JMY,True,
JPH1,True,
JPT1,True,
JPT2,True,
JTB,True,
JUN,True,
JUNB,True,
JUND,True,
JUP,True,
KANK1,True,
KANK2,True,
KANK4,True,
KANSL1,True,
KANSL2,True,
KANSL3,True,
KARS1,True,
KAT14,True,
KAT2A,True,
KAT5,True,
KAT6A,True,
KAT6B,True,
KAT7,True,
KAT8,True,
KATNA1,True,
KATNAL1,True,
KATNB1,True,
KAZN,True,
KBTBD11,True,
KBTBD2,True,
KCMF1,True,
KCNAB2,True,
KCTD10,True,
KCTD12,True,
KCTD13,True,
KCTD15,True,
KCTD18,True,
KCTD3,True,
KCTD5,True,
KCTD9,True,
KDELR3,True,
KDM1A,True,
KDM1B,True,
KDM2A,True,
KDM2B,True,
KDM3A,True,
KDM3B,True,
KDM4A,True,
KDM4B,True,
KDM5A,True,
KDM5B,True,
KDM5C,True,
KDM5D,True,
KDM6A,True,
KDSR,True,
KEAP1,True,
KGD4,True,
KHDC4,True,
KHDRBS1,True,
KHDRBS3,True,
KHK,True,
KHNYN,True,
KHSRP,True,
KIAA0319L,True,
KIAA1143,True,
KIAA1191,True,
KIAA1217,True,
KIAA1671,True,
KIAA2013,True,
KIDINS220,True,
KIF11,True,
KIF13A,True,
KIF13B,True,
KIF14,True,
KIF15,True,
KIF16B,True,
KIF1A,True,
KIF1B,True,
KIF1C,True,
KIF20A,True,
KIF20B,True,
KIF21A,True,
KIF22,True,
KIF23,True,
KIF2A,True,
KIF2C,True,
KIF3A,True,
KIF3B,True,
KIF3C,True,
KIF4A,True,
KIF4B,True,
KIF5A,True,
KIF5B,True,
KIF5C,True,
KIFAP3,True,
KIFBP,True,
KIFC1,True,
KIFC3,True,
KIN,True,
KLC1,True,
KLC2,True,
KLC3,True,
KLC4,True,
KLF13,True,
KLF16,True,
KLHDC4,True,
KLHL11,True,
KLHL13,True,
KLHL7,True,
KLK6,True,
KMT2A,True,
KMT2B,True,
KMT2C,True,
KMT2D,True,
KMT2E,True,
KNL1,True,
KNOP1,True,
KNSTRN,True,
KNTC1,True,
KPNA1,True,
KPNA2,True,
KPNA3,True,
KPNA4,True,
KPNA6,True,
KPNB1,True,
KRAS,True,
KRI1,True,
KRIT1,True,
KRR1,True,
KRT1,True,
KRT10,True,
KRT12,True,
KRT13,True,
KRT14,True,
KRT15,True,
KRT16,True,
KRT17,True,
KRT18,True,
KRT19,True,
KRT2,True,
KRT23,True,
KRT35,True,
KRT4,True,
KRT5,True,
KRT6A,True,
KRT6B,True,
KRT6C,True,
KRT7,True,
KRT73,True,
KRT75,True,
KRT76,True,
KRT79,True,
KRT8,True,
KRT80,True,
KRT81,True,
KRT84,True,
KRT85,True,
KRT9,True,
KSR1,True,
KTI12,True,
KTN1,True,
KXD1,True,
KYAT1,True,
KYAT3,True,
KYNU,True,
L1CAM,True,
L2HGDH,True,
L3HYPDH,True,
L3MBTL2,True,
L3MBTL3,True,
LACTB,True,
LACTB2,True,
LAD1,True,
LAGE3,True,
LAMA1,True,
LAMA3,True,
LAMA4,True,
LAMA5,True,
LAMB1,True,
LAMB2,True,
LAMB3,True,
LAMC1,True,
LAMC2,True,
LAMP1,True,
LAMP2,True,
LAMTOR1,True,
LAMTOR2,True,
LAMTOR3,True,
LAMTOR5,True,
LANCL1,True,
LANCL2,True,
LAP3,True,
LARP1,True,
LARP1B,True,
LARP4,True,
LARP4B,True,
LARP7,True,
LARS1,True,
LARS2,True,
LAS1L,True,
LASP1,True,
LBR,True,
LCLAT1,True,
LCMT1,True,
LCN2,True,
LCOR,True,
LCP1,True,
LDAF1,True,
LDAH,True,
LDB1,True,
LDHA,True,
LDHB,True,
LDHD,True,
LDLR,True,
LDLRAP1,True,
LEMD2,True,
LEMD3,True,
LENG1,True,
LENG8,True,
LENG9,True,
LEO1,True,
LETM1,True,
LGALS1,True,
LGALS3,True,
LGALS3BP,True,
LGALS8,True,
LGALS9C,True,
LGALSL,True,
LGMN,True,
LHPP,True,
LIAS,True,
LIG1,True,
LIG3,True,
LIG4,True,
LIMA1,True,
LIMCH1,True,
LIMD1,True,
LIMD2,True,
LIMK2,True,
LIMS1,True,
LIN37,True,
LIN52,True,
LIN54,True,
LIN7A,True,
LIN7C,True,
LIN9,True,
LIPA,True,
LIX1L,True,
LLGL1,True,
LLGL2,True,
LLPH,True,
LMAN1,True,
LMAN2,True,
LMAN2L,True,
LMBRD1,True,
LMBRD2,True,
LMCD1,True,
LMF2,True,
LMNA,True,
LMNB1,True,
LMO4,True,
LMTK2,True,
LNPEP,True,
LNPK,True,
LOC102724594,True,
LONP1,True,
LONP2,True,
LOX,True,
LOXL2,True,
LOXL3,True,
LPCAT1,True,
LPCAT2,True,
LPCAT3,True,
LPGAT1,True,
LPIN1,True,
LPIN2,True,
LPIN3,True,
LPP,True,
LPXN,True,
LRATD2,True,
LRBA,True,
LRCH1,True,
LRCH3,True,
LRCH4,True,
LRIF1,True,
LRP1,True,
LRP10,True,
LRP11,True,
LRP2,True,
LRP8,True,
LRPAP1,True,
LRPPRC,True,
LRRC1,True,
LRRC14,True,
LRRC20,True,
LRRC40,True,
LRRC41,True,
LRRC42,True,
LRRC45,True,
LRRC47,True,
LRRC57,True,
LRRC59,True,
LRRC8A,True,
LRRC8C,True,
LRRC8D,True,
LRRC8E,True,
LRRFIP1,True,
LRRFIP2,True,
LRSAM1,True,
LRWD1,True,
LSG1,True,
LSM1,True,
LSM12,True,
LSM14A,True,
LSM14B,True,
LSM2,True,
LSM3,True,
LSM4,True,
LSM6,True,
LSM7,True,
LSM8,True,
LSP1,True,
LSR,True,
LSS,True,
LTA4H,True,
LTBP1,True,
LTBP3,True,
LTBP4,True,
LTBR,True,
LTF,True,
LTN1,True,
LTV1,True,
LUC7L,True,
LUC7L2,True,
LUC7L3,True,
LUZP1,True,
LXN,True,
LY75-CD302,True,
LYAR,True,
LYN,True,
LYPD3,True,
LYPLA1,True,
LYPLA2,True,
LYPLAL1,True,
LYRM1,True,
LYRM2,True,
LYRM4,True,
LYRM7,True,
LYSMD1,True,
LYSMD2,True,
LYSMD3,True,
LYST,True,
LZIC,True,
LZTFL1,True,
LZTR1,True,
LZTS1,True,
LZTS2,True,
M6PR,True,
MACF1,True,
MACO1,True,
MACROD1,True,
MACROH2A1,True,
MACROH2A2,True,
MAD1L1,True,
MAD2L1,True,
MADD,True,
MAEA,True,
MAF1,True,
MAFF,True,
MAFG,True,
MAGEA10,True,
MAGEA4,True,
MAGED1,True,
MAGED2,True,
MAGI1,True,
MAGI3,True,
MAGOHB,True,
MAGT1,True,
MAIP1,True,
MAK16,True,
MALSU1,True,
MALT1,True,
MAML1,True,
MAN1A1,True,
MAN1A2,True,
MAN1B1,True,
MAN2A1,True,
MAN2A2,True,
MAN2B1,True,
MAN2B2,True,
MAN2C1,True,
MANBA,True,
MANF,True,
MAOA,True,
MAOB,True,
MAP1A,True,
MAP1B,True,
MAP1LC3A,True,
MAP1LC3B2,True,
MAP1S,True,
MAP2,True,
MAP2K1,True,
MAP2K2,True,
MAP2K3,True,
MAP2K4,True,
MAP2K6,True,
MAP2K7,True,
MAP3K2,True,
MAP3K20,True,
MAP3K3,True,
MAP3K4,True,
MAP3K7,True,
MAP4,True,
MAP4K2,True,
MAP4K3,True,
MAP4K4,True,
MAP4K5,True,
MAP7,True,
MAP7D1,True,
MAP7D2,True,
MAP7D3,True,
MAPDA,True,
MAPK1,True,
MAPK10,True,
MAPK12,True,
MAPK13,True,
MAPK14,True,
MAPK3,True,
MAPK7,True,
MAPK8,True,
MAPK8IP3,True,
MAPK9,True,
MAPKAP1,True,
MAPKAPK2,True,
MAPKAPK3,True,
MAPRE1,True,
MAPRE2,True,
MAPRE3,True,
MAPT,True,
MARCHF5,True,
MARCKS,True,
MARCKSL1,True,
MARF1,True,
MARK1,True,
MARK2,True,
MARK3,True,
MARS1,True,
MARS2,True,
MARVELD2,True,
MAST2,True,
MAST4,True,
MASTL,True,
MAT1A,True,
MAT2A,True,
MAT2B,True,
MATN2,True,
MATR3,True,
MAU2,True,
MAVS,True,
MAX,True,
MAZ,True,
MB21D2,True,
MBD1,True,
MBD2,True,
MBD3,True,
MBD4,True,
MBIP,True,
MBLAC2,True,
MBNL1,True,
MBOAT2,True,
MBOAT7,True,
MBP,True,
MBTPS1,True,
MCAM,True,
MCAT,True,
MCC,True,
MCCC1,True,
MCCC2,True,
MCEE,True,
MCL1,True,
MCM2,True,
MCM3,True,
MCM3AP,True,
MCM4,True,
MCM5,True,
MCM6,True,
MCM7,True,
MCMBP,True,
MCRIP1,True,
MCRIP2,True,
MCRS1,True,
MCTS1,True,
MCU,True,
MCUB,True,
MCUR1,True,
MDC1,True,
MDH1,True,
MDH2,True,
MDN1,True,
ME1,True,
ME2,True,
ME3,True,
MEAF6,True,
MEAK7,True,
MECP2,True,
MECR,True,
MED1,True,
MED10,True,
MED11,True,
MED12,True,
MED13,True,
MED13L,True,
MED14,True,
MED15,True,
MED16,True,
MED17,True,
MED18,True,
MED19,True,
MED20,True,
MED21,True,
MED22,True,
MED23,True,
MED24,True,
MED25,True,
MED26,True,
MED27,True,
MED28,True,
MED29,True,
MED30,True,
MED31,True,
MED4,True,
MED6,True,
MED7,True,
MED8,True,
MED9,True,
MEF2A,True,
MEF2D,True,
MEGF8,True,
MEGF9,True,
MELK,True,
MELTF,True,
MEMO1,True,
MEN1,True,
MEPCE,True,
MESD,True,
MET,True,
METAP1,True,
METAP1D,True,
METAP2,True,
METTL1,True,
METTL13,True,
METTL14,True,
METTL15,True,
METTL16,True,
METTL17,True,
METTL26,True,
METTL2A,True,
METTL3,True,
METTL5,True,
METTL8,True,
METTL9,True,
MEX3C,True,
MEX3D,True,
MFAP1,True,
MFF,True,
MFGE8,True,
MFN1,True,
MFN2,True,
MFSD6,True,
MGA,True,
MGAT1,True,
MGAT2,True,
MGAT5,True,
MGLL,True,
MGME1,True,
MGMT,True,
MGRN1,True,
MGST1,True,
MGST3,True,
MIA2,True,
MIA3,True,
MIB1,True,
MIB2,True,
MICAL1,True,
MICAL2,True,
MICAL3,True,
MICALL1,True,
MICALL2,True,
MICOS10,True,
MICOS13,True,
MICU1,True,
MICU2,True,
MID1,True,
MID1IP1,True,
MIDEAS,True,
MIEF1,True,
MIEN1,True,
MIER1,True,
MIF,True,
MIF4GD,True,
MIGA1,True,
MINDY1,True,
MINDY2,True,
MINDY3,True,
MINK1,True,
MINPP1,True,
MIOS,True,
MIPEP,True,
MIS12,True,
MIS18A,True,
MIS18BP1,True,
MISP,True,
MITD1,True,
MITF,True,
MIX23,True,
MKI67,True,
MKLN1,True,
MKNK1,True,
MKRN1,True,
MKRN2,True,
MLEC,True,
MLF2,True,
MLH1,True,
MLKL,True,
MLLT1,True,
MLLT10,True,
MLLT3,True,
MLLT6,True,
MLPH,True,
MLST8,True,
MLYCD,True,
MMAA,True,
MMAB,True,
MMACHC,True,
MMADHC,True,
MME,True,
MMGT1,True,
MMP14,True,
MMP15,True,
MMP2,True,
MMS19,True,
MMUT,True,
MNAT1,True,
MNT,True,
MOB2,True,
MOB3A,True,
MOB4,True,
MOCOS,True,
MOCS2,True,
MOCS3,True,
MOGS,True,
MON1B,True,
MON2,True,
MORC2,True,
MORC3,True,
MORF4L1,True,
MORF4L2,True,
MOSPD2,True,
MOV10,True,
MOXD1,True,
MPC2,True,
MPDZ,True,
MPG,True,
MPHOSPH10,True,
MPHOSPH6,True,
MPHOSPH8,True,
MPI,True,
MPLKIP,True,
MPP1,True,
MPP2,True,
MPP7,True,
MPRIP,True,
MPST,True,
MPV17,True,
MPZL1,True,
MRC2,True,
MRE11,True,
MREG,True,
MRFAP1,True,
MRGBP,True,
MRI1,True,
MRM1,True,
MRM2,True,
MRM3,True,
MROH1,True,
MRPL1,True,
MRPL10,True,
MRPL11,True,
MRPL12,True,
MRPL13,True,
MRPL14,True,
MRPL15,True,
MRPL16,True,
MRPL17,True,
MRPL18,True,
MRPL19,True,
MRPL2,True,
MRPL20,True,
MRPL21,True,
MRPL22,True,
MRPL23,True,
MRPL24,True,
MRPL27,True,
MRPL28,True,
MRPL30,True,
MRPL32,True,
MRPL33,True,
MRPL34,True,
MRPL35,True,
MRPL37,True,
MRPL38,True,
MRPL39,True,
MRPL4,True,
MRPL40,True,
MRPL41,True,
MRPL42,True,
MRPL43,True,
MRPL44,True,
MRPL45,True,
MRPL46,True,
MRPL47,True,
MRPL48,True,
MRPL49,True,
MRPL50,True,
MRPL51,True,
MRPL52,True,
MRPL53,True,
MRPL54,True,
MRPL55,True,
MRPL57,True,
MRPL58,True,
MRPL9,True,
MRPS10,True,
MRPS11,True,
MRPS12,True,
MRPS14,True,
MRPS15,True,
MRPS16,True,
MRPS18A,True,
MRPS18B,True,
MRPS18C,True,
MRPS2,True,
MRPS21,True,
MRPS22,True,
MRPS23,True,
MRPS24,True,
MRPS25,True,
MRPS26,True,
MRPS27,True,
MRPS28,True,
MRPS30,True,
MRPS31,True,
MRPS33,True,
MRPS34,True,
MRPS35,True,
MRPS5,True,
MRPS6,True,
MRPS7,True,
MRPS9,True,
MRRF,True,
MRTFA,True,
MRTFB,True,
MRTO4,True,
MSH2,True,
MSH3,True,
MSH6,True,
MSI1,True,
MSI2,True,
MSL1,True,
MSL2,True,
MSL3,True,
MSMO1,True,
MSN,True,
MSRA,True,
MSRB2,True,
MSRB3,True,
MST1R,True,
MSTO1,True,
MT1G,True,
MT2A,True,
MTA1,True,
MTA2,True,
MTA3,True,
MTAP,True,
MTARC1,True,
MTARC2,True,
MTCH1,True,
MTCH2,True,
MTCL1,True,
MTCL2,True,
MTDH,True,
MTERF3,True,
MTERF4,True,
MTF2,True,
MTFMT,True,
MTFR1,True,
MTFR1L,True,
MTG1,True,
MTG2,True,
MTHFD1,True,
MTHFD1L,True,
MTHFD2,True,
MTHFR,True,
MTHFS,True,
MTHFSD,True,
MTIF2,True,
MTIF3,True,
MTM1,True,
MTMR1,True,
MTMR10,True,
MTMR12,True,
MTMR14,True,
MTMR2,True,
MTMR3,True,
MTMR6,True,
MTMR9,True,
MTNAP1,True,
MTO1,True,
MTOR,True,
MTPAP,True,
MTPN,True,
MTR,True,
MTRES1,True,
MTREX,True,
MTRF1,True,
MTRF1L,True,
MTRR,True,
MTSS1,True,
MTSS2,True,
MTUS1,True,
MTX1,True,
MTX2,True,
MTX3,True,
MUC1,True,
MUC16,True,
MVB12A,True,
MVD,True,
MVK,True,
MVP,True,
MX1,True,
MX2,True,
MXRA7,True,
MYADM,True,
MYBBP1A,True,
MYCBP,True,
MYCBP2,True,
MYD88,True,
MYDGF,True,
MYEF2,True,
MYG1,True,
MYH10,True,
MYH11,True,
MYH14,True,
MYH9,True,
MYL12A,True,
MYL3,True,
MYL4,True,
MYL6,True,
MYL6B,True,
MYL9,True,
MYLK,True,
MYO10,True,
MYO18A,True,
MYO19,True,
MYO1B,True,
MYO1C,True,
MYO1D,True,
MYO1E,True,
MYO1G,True,
MYO5A,True,
MYO5B,True,
MYO5C,True,
MYO6,True,
MYO9A,True,
MYO9B,True,
MYOF,True,
MYORG,True,
MYSM1,True,
MZB1,True,
MZT2A,True,
N4BP1,True,
N4BP2,True,
N4BP2L2,True,
N6AMT1,True,
NAA10,True,
NAA15,True,
NAA16,True,
NAA20,True,
NAA25,True,
NAA30,True,
NAA35,True,
NAA38,True,
NAA40,True,
NAA50,True,
NAAA,True,
NAB1,True,
NAB2,True,
NABP2,True,
NACA,True,
NACC1,True,
NACC2,True,
NADK2,True,
NADSYN1,True,
NAE1,True,
NAF1,True,
NAGA,True,
NAGK,True,
NAGLU,True,
NAMPT,True,
NANP,True,
NANS,True,
NAP1L1,True,
NAP1L4,True,
NAPA,True,
NAPB,True,
NAPG,True,
NAPRT,True,
NARF,True,
NARS1,True,
NARS2,True,
NASP,True,
NAT1,True,
NAT10,True,
NAT14,True,
NAV1,True,
NAV2,True,
NAXD,True,
NAXE,True,
NBAS,True,
NBEA,True,
NBEAL1,True,
NBEAL2,True,
NBN,True,
NBR1,True,
NCALD,True,
NCAM1,True,
NCAPD2,True,
NCAPD3,True,
NCAPG,True,
NCAPG2,True,
NCAPH,True,
NCAPH2,True,
NCBP1,True,
NCBP2,True,
NCBP3,True,
NCDN,True,
NCEH1,True,
NCK1,True,
NCK2,True,
NCKAP1,True,
NCKAP5L,True,
NCKIPSD,True,
NCL,True,
NCLN,True,
NCOA1,True,
NCOA2,True,
NCOA3,True,
NCOA4,True,
NCOA5,True,
NCOA6,True,
NCOA7,True,
NCOR1,True,
NCOR2,True,
NCS1,True,
NCSTN,True,
ND1,True,
ND5,True,
NDC1,True,
NDC80,True,
NDE1,True,
NDEL1,True,
NDRG1,True,
NDRG2,True,
NDRG3,True,
NDUFA10,True,
NDUFA11,True,
NDUFA12,True,
NDUFA13,True,
NDUFA2,True,
NDUFA3,True,
NDUFA4,True,
NDUFA5,True,
NDUFA6,True,
NDUFA7,True,
NDUFA8,True,
NDUFA9,True,
NDUFAB1,True,
NDUFAF1,True,
NDUFAF2,True,
NDUFAF3,True,
NDUFAF4,True,
NDUFAF5,True,
NDUFAF6,True,
NDUFAF7,True,
NDUFB1,True,
NDUFB10,True,
NDUFB11,True,
NDUFB2,True,
NDUFB3,True,
NDUFB4,True,
NDUFB5,True,
NDUFB6,True,
NDUFB7,True,
NDUFB8,True,
NDUFB9,True,
NDUFC1,True,
NDUFC2,True,
NDUFS1,True,
NDUFS2,True,
NDUFS3,True,
NDUFS4,True,
NDUFS5,True,
NDUFS6,True,
NDUFS7,True,
NDUFS8,True,
NDUFV1,True,
NDUFV2,True,
NDUFV3,True,
NEBL,True,
NECAP1,True,
NECAP2,True,
NECTIN1,True,
NECTIN2,True,
NECTIN4,True,
NEDD1,True,
NEDD4,True,
NEDD4L,True,
NEDD8-MDP1,True,
NEFH,True,
NEFL,True,
NEFM,True,
NEGR1,True,
NEIL2,True,
NEK1,True,
NEK6,True,
NEK7,True,
NEK9,True,
NELFA,True,
NELFCD,True,
NELFE,True,
NEMF,True,
NENF,True,
NEO1,True,
NEPRO,True,
NES,True,
NEU1,True,
NEURL4,True,
NEXN,True,
NF1,True,
NF2,True,
NFAT5,True,
NFATC2,True,
NFATC2IP,True,
NFATC3,True,
NFIB,True,
NFIC,True,
NFIX,True,
NFKB1,True,
NFKB2,True,
NFKBIB,True,
NFKBIE,True,
NFKBIL1,True,
NFRKB,True,
NFS1,True,
NFU1,True,
NFX1,True,
NFXL1,True,
NFYB,True,
NFYC,True,
NGDN,True,
NGFR,True,
NGLY1,True,
NGRN,True,
NHEJ1,True,
NHERF1,True,
NHERF2,True,
NHLRC2,True,
NHLRC3,True,
NHP2,True,
NHS,True,
NHSL1,True,
NHSL3,True,
NIBAN1,True,
NIBAN2,True,
NID1,True,
NIF3L1,True,
NIFK,True,
NIN,True,
NIP7,True,
NIPBL,True,
NIPSNAP1,True,
NIPSNAP2,True,
NIPSNAP3A,True,
NIPSNAP3B,True,
NISCH,True,
NIT1,True,
NIT2,True,
NKAP,True,
NKAPD1,True,
NKIRAS2,True,
NKTR,True,
NLE1,True,
NLN,True,
NLRP2,True,
NLRX1,True,
NMD3,True,
NME1,True,
NME3,True,
NME6,True,
NME7,True,
NMI,True,
NMNAT1,True,
NMNAT3,True,
NMRAL1,True,
NMT1,True,
NMT2,True,
NNMT,True,
NNT,True,
NOA1,True,
NOB1,True,
NOC2L,True,
NOC3L,True,
NOC4L,True,
NOCT,True,
NOL10,True,
NOL11,True,
NOL12,True,
NOL4L,True,
NOL6,True,
NOL7,True,
NOL8,True,
NOL9,True,
NOLC1,True,
NOM1,True,
NOMO1,True,
NOMO2,True,
NONO,True,
NOP10,True,
NOP14,True,
NOP16,True,
NOP2,True,
NOP53,True,
NOP56,True,
NOP58,True,
NOP9,True,
NOPCHAP1,True,
NOS1AP,True,
NOSIP,True,
NOTCH1,True,
NOTCH2,True,
NOTCH3,True,
NOVA1,True,
NOVA2,True,
NPAT,True,
NPC1,True,
NPC2,True,
NPEPL1,True,
NPEPPS,True,
NPLOC4,True,
NPM1,True,
NPM3,True,
NPTN,True,
NQO1,True,
NQO2,True,
NR2C1,True,
NR2C2,True,
NR2C2AP,True,
NR2F1,True,
NR2F2,True,
NR2F6,True,
NR3C1,True,
NRAS,True,
NRBF2,True,
NRBP1,True,
NRCAM,True,
NRDC,True,
NRDE2,True,
NRF1,True,
NRIP1,True,
NRP1,True,
NRP2,True,
NSA2,True,
NSD1,True,
NSD2,True,
NSD3,True,
NSDHL,True,
NSF,True,
NSFL1C,True,
NSL1,True,
NSMAF,True,
NSMCE1,True,
NSMCE2,True,
NSMCE3,True,
NSMCE4A,True,
NSRP1,True,
NSUN2,True,
NSUN4,True,
NSUN5,True,
NSUN6,True,
NT5C,True,
NT5C2,True,
NT5C3A,True,
NT5C3B,True,
NT5DC1,True,
NT5DC2,True,
NT5DC3,True,
NT5E,True,
NTAN1,True,
NTAQ1,True,
NTHL1,True,
NTMT1,True,
NTPCR,True,
NUB1,True,
NUBP1,True,
NUBP2,True,
NUBPL,True,
NUCB1,True,
NUCB2,True,
NUCKS1,True,
NUDC,True,
NUDCD1,True,
NUDCD2,True,
NUDCD3,True,
NUDT1,True,
NUDT12,True,
NUDT14,True,
NUDT15,True,
NUDT16,True,
NUDT16L1,True,
NUDT19,True,
NUDT2,True,
NUDT21,True,
NUDT3,True,
NUDT4,True,
NUDT5,True,
NUDT6,True,
NUDT8,True,
NUDT9,True,
NUF2,True,
NUFIP1,True,
NUFIP2,True,
NUMA1,True,
NUMB,True,
NUMBL,True,
NUP107,True,
NUP133,True,
NUP153,True,
NUP155,True,
NUP160,True,
NUP188,True,
NUP205,True,
NUP210,True,
NUP214,True,
NUP35,True,
NUP37,True,
NUP42,True,
NUP43,True,
NUP50,True,
NUP54,True,
NUP58,True,
NUP62,True,
NUP85,True,
NUP88,True,
NUP93,True,
NUP98,True,
NUSAP1,True,
NUTF2,True,
NVL,True,
NXF1,True,
NXN,True,
NXT1,True,
NXT2,True,
OARD1,True,
OAS1,True,
OAS2,True,
OAS3,True,
OASL,True,
OAT,True,
OBI1,True,
OBSL1,True,
OCIAD1,True,
OCIAD2,True,
OCLN,True,
OCRL,True,
ODF2,True,
ODR4,True,
OFD1,True,
OGA,True,
OGDH,True,
OGDHL,True,
OGFOD1,True,
OGFOD2,True,
OGFOD3,True,
OGFR,True,
OGT,True,
OLA1,True,
OMA1,True,
OPA1,True,
OPA3,True,
OPHN1,True,
OPLAH,True,
OPTN,True,
ORC1,True,
ORC2,True,
ORC3,True,
ORC4,True,
ORC5,True,
OS9,True,
OSBP,True,
OSBPL10,True,
OSBPL11,True,
OSBPL1A,True,
OSBPL2,True,
OSBPL3,True,
OSBPL5,True,
OSBPL6,True,
OSBPL8,True,
OSBPL9,True,
OSGEP,True,
OSGEPL1,True,
OSMR,True,
OSTC,True,
OSTF1,True,
OSTM1,True,
OTUB1,True,
OTUD4,True,
OTUD5,True,
OTUD6B,True,
OTUD7A,True,
OTUD7B,True,
OTULIN,True,
OVCA2,True,
OXA1L,True,
OXCT1,True,
OXNAD1,True,
OXR1,True,
OXSM,True,
OXSR1,True,
P2RX4,True,
P3H1,True,
P3H3,True,
P3H4,True,
P4HA1,True,
P4HA2,True,
P4HB,True,
P4HTM,True,
PA2G4,True,
PAAF1,True,
PABIR1,True,
PABIR2,True,
PABPC4,True,
PABPN1,True,
PACS1,True,
PACS2,True,
PACSIN2,True,
PACSIN3,True,
PADI2,True,
PAF1,True,
PAFAH1B1,True,
PAFAH1B2,True,
PAFAH1B3,True,
PAFAH2,True,
PAG1,True,
PAGR1,True,
PAICS,True,
PAIP1,True,
PAIP2,True,
PAK1,True,
PAK1IP1,True,
PAK2,True,
PAK3,True,
PAK4,True,
PALLD,True,
PALM,True,
PALM2AKAP2,True,
PALMD,True,
PALS1,True,
PALS2,True,
PAM,True,
PAN2,True,
PAN3,True,
PANK1,True,
PANK2,True,
PANK4,True,
PAPOLA,True,
PAPOLG,True,
PAPSS1,True,
PAPSS2,True,
PARD3,True,
PARD3B,True,
PARD6B,True,
PARD6G,True,
PARG,True,
PARK7,True,
PARL,True,
PARN,True,
PARP1,True,
PARP10,True,
PARP12,True,
PARP14,True,
PARP2,True,
PARP4,True,
PARP9,True,
PARS2,True,
PARVA,True,
PARVB,True,
PASK,True,
PATJ,True,
PATL1,True,
PATZ1,True,
PAWR,True,
PAXBP1,True,
PAXIP1,True,
PAXX,True,
PBDC1,True,
PBK,True,
PBLD,True,
PBRM1,True,
PBX1,True,
PBX2,True,
PBX3,True,
PBXIP1,True,
PC,True,
PCBD1,True,
PCBD2,True,
PCBP1,True,
PCBP2,True,
PCBP3,True,
PCBP4,True,
PCCA,True,
PCCB,True,
PCDH1,True,
PCDH7,True,
PCF11,True,
PCGF2,True,
PCGF5,True,
PCGF6,True,
PCID2,True,
PCIF1,True,
PCK2,True,
PCLAF,True,
PCM1,True,
PCMT1,True,
PCMTD1,True,
PCNA,True,
PCNP,True,
PCNT,True,
PCTP,True,
PCYOX1,True,
PCYOX1L,True,
PCYT1A,True,
PCYT1B,True,
PCYT2,True,
PDAP1,True,
PDCD10,True,
PDCD11,True,
PDCD2,True,
PDCD2L,True,
PDCD4,True,
PDCD5,True,
PDCD6,True,
PDCD6IP,True,
PDCD7,True,
PDCL,True,
PDCL3,True,
PDE12,True,
PDE4D,True,
PDE4DIP,True,
PDE5A,True,
PDE6D,True,
PDF,True,
PDHA1,True,
PDHB,True,
PDHX,True,
PDIA3,True,
PDIA4,True,
PDIA5,True,
PDIA6,True,
PDK1,True,
PDK2,True,
PDK3,True,
